"Genero","Edad","Estrato","NivelEd","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","out"
1,38,3,3,0.819148936170213,0.928292289560201,1,0.344085354506544,0.276595744680851,0.29483282674772,0.404255319148936,0.562620184852056,0.648936170212766,0.452422306308542,0.361547050431115,0.276595744680851,0.286644749085044,0.308510638297872,0.308510638297872,0.403605888174171,0
1,38,3,3,0.819148936170213,0.973109608585075,0.888220333726196,0.276595744680851,0.276595744680851,0.326468581353514,0.404255319148936,0.623255381179828,0.644469946033124,0.393617021276596,0.332547608709137,0.276595744680851,0.294553687736493,0.308510638297872,0.308510638297872,0.469322117763483,0
1,38,3,3,0.837023750618506,1,0.708951057626698,0.276595744680851,0.276595744680851,0.358104335959308,0.439209726443769,0.648936170212766,0.581198436821537,0.393617021276596,0.30354816698716,0.276595744680851,0.302462626387941,0.308510638297872,0.308510638297872,0.535038347352796,0
1,38,3,3,0.881710786739238,1,0.529681781527201,0.276595744680851,0.276595744680851,0.389740090565101,0.49984492277154,0.648936170212766,0.51792692760995,0.391570001860927,0.276595744680851,0.278456671422368,0.308510638297872,0.308510638297872,0.334873767136034,0.574468085106383,0
1,38,3,3,0.92639782285997,1,0.350412505427703,0.276595744680851,0.29371627070281,0.404255319148936,0.560480119099311,0.648936170212766,0.454655418398362,0.362570560138949,0.276595744680851,0.286365610073817,0.308510638297872,0.308510638297872,0.400781589231437,0.574468085106383,0
1,38,3,3,0.971084858980703,0.894547484647354,0.276595744680851,0.276595744680851,0.325352025308604,0.404255319148936,0.621115315427083,0.646703058122945,0.393617021276596,0.333571118416972,0.276595744680851,0.294274548725265,0.308510638297872,0.308510638297872,0.466689411326841,0.577715239980208,0
1,38,3,3,1,0.715278208547857,0.276595744680851,0.276595744680851,0.356987779914397,0.437069660691024,0.648936170212766,0.583431548911358,0.393617021276596,0.304571676694994,0.276595744680851,0.302183487376714,0.308510638297872,0.308510638297872,0.532597233422244,0.585601187530925,0
1,38,3,3,1,0.536008932448359,0.276595744680851,0.276595744680851,0.388623534520191,0.497704857018795,0.648936170212766,0.520160039699771,0.392593511568761,0.276595744680851,0.278177532411141,0.308510638297872,0.308510638297872,0.332547608709137,0.574468085106383,0.593487135081643,0
1,38,3,3,1,0.356739656348862,0.276595744680851,0.2925997146579,0.404255319148936,0.558340053346567,0.648936170212766,0.456888530488183,0.363594069846784,0.276595744680851,0.286086471062589,0.308510638297872,0.308510638297872,0.398455430804541,0.574468085106383,0.60137308263236,0
1,38,3,3,0.901162790697674,0.276595744680851,0.276595744680851,0.324235469263693,0.404255319148936,0.618975249674338,0.648936170212766,0.393617021276596,0.334594628124806,0.276595744680851,0.293995409714038,0.308510638297872,0.308510638297872,0.464363252899944,0.577352521555735,0.606382978723404,0
1,38,3,3,0.722414646214745,0.276595744680851,0.276595744680851,0.355871223869487,0.434929594938279,0.648936170212766,0.585664661001179,0.393617021276596,0.305595186402829,0.276595744680851,0.301904348365486,0.308510638297872,0.308510638297872,0.530271074995348,0.585261460207183,0.606382978723404,0
1,38,3,3,0.543666501731816,0.276595744680851,0.276595744680851,0.387506978475281,0.49556479126605,0.648936170212766,0.522393151789591,0.393617021276596,0.276595744680851,0.277898393399913,0.308510638297872,0.308510638297872,0.330221450282241,0.574468085106383,0.593170398858632,0.603414151410193,0
1,38,3,3,0.364918357248887,0.276595744680851,0.291483158612989,0.404255319148936,0.556199987593822,0.648936170212766,0.459121642578004,0.364617579554618,0.276595744680851,0.285807332051362,0.308510638297872,0.308510638297872,0.396129272377644,0.574468085106383,0.60107933751008,0.567386194952994,0
1,38,3,3,0.276595744680851,0.276595744680851,0.323118913218783,0.404255319148936,0.616835183921593,0.648936170212766,0.395850133366417,0.335618137832641,0.276595744680851,0.29371627070281,0.308510638297872,0.308510638297872,0.462037094473048,0.577073382544507,0.606382978723404,0.522699158832261,0
1,38,3,3,0.276595744680851,0.276595744680851,0.354754667824577,0.432789529185534,0.648936170212766,0.587897773090999,0.393617021276596,0.306618696110663,0.276595744680851,0.301625209354258,0.308510638297872,0.308510638297872,0.527944916568451,0.584982321195956,0.606382978723404,0.478012122711529,0
1,38,3,3,0.276595744680851,0.276595744680851,0.38639042243037,0.493424725513306,0.648936170212766,0.524626263879412,0.393617021276596,0.277619254388686,0.277619254388686,0.308510638297872,0.308510638297872,0.327895291855344,0.574468085106383,0.592891259847404,0.60377768128528,0.435922810489857,0
1,38,3,3,0.276595744680851,0.290366602568079,0.404255319148936,0.554059921841077,0.648936170212766,0.461354754667825,0.365641089262453,0.276595744680851,0.285528193040134,0.308510638297872,0.308510638297872,0.393803113950747,0.574468085106383,0.600800198498852,0.569381552012902,0.425531914893617,0
1,38,3,3,0.276595744680851,0.322002357173873,0.404255319148936,0.614695118168848,0.648936170212766,0.398083245456237,0.336641647540475,0.276595744680851,0.293437131691582,0.308510638297872,0.308510638297872,0.459710936046151,0.57679424353328,0.606382978723404,0.524564232988028,0.425531914893617,0
1,38,3,3,0.276595744680851,0.353638111779666,0.430649463432789,0.648936170212766,0.59013088518082,0.393617021276596,0.307642205818498,0.276595744680851,0.301346070343031,0.308510638297872,0.308510638297872,0.525618758141555,0.584703182184728,0.606382978723404,0.479746913963154,0.452375061850569,0
1,38,3,3,0.276595744680851,0.38527386638546,0.491284659760561,0.648936170212766,0.526859375969233,0.393617021276596,0.27864276409652,0.277340115377458,0.308510638297872,0.308510638297872,0.325569133428447,0.574468085106383,0.592612120836176,0.604056820296508,0.437255753365176,0.489176150420584,0
1,38,3,3,0.289213260761999,0.404255319148936,0.551919856088332,0.648936170212766,0.463587866757645,0.366664598970287,0.276595744680851,0.285249054028906,0.308510638297872,0.308510638297872,0.391476955523851,0.574468085106383,0.600521059487625,0.570963339743192,0.425531914893617,0.525977238990599,0
1,38,3,3,0.320757050964869,0.404255319148936,0.612555052416103,0.648936170212766,0.400316357546058,0.33766515724831,0.276595744680851,0.293157992680355,0.308510638297872,0.308510638297872,0.457384777619254,0.576515104522052,0.606382978723404,0.526146020718318,0.425531914893617,0.562778327560614,0
1,38,3,3,0.352300841167739,0.428509397680045,0.648936170212766,0.592363997270641,0.393617021276596,0.308665715526332,0.276595744680851,0.301066931331803,0.308510638297872,0.308510638297872,0.523292599714658,0.5844240431735,0.606382978723404,0.481328701693443,0.450716456795484,0.574468085106383,0
1,38,3,3,0.383844631370609,0.489144594007816,0.648936170212766,0.529092488059053,0.393617021276596,0.279666273804355,0.27706097636623,0.308510638297872,0.308510638297872,0.323242975001551,0.574468085106383,0.592332981824949,0.604335959307735,0.438558402084238,0.48762483716891,0.574468085106383,0
1,38,3,3,0.404255319148936,0.549779790335587,0.648936170212766,0.465820978847466,0.367688108678122,0.276595744680851,0.284969915017679,0.308510638297872,0.308510638297872,0.389150797096954,0.574468085106383,0.600241920476397,0.572545127473482,0.425531914893617,0.524533217542336,0.572643493320139,0
1,38,3,3,0.404255319148936,0.610414986663358,0.648936170212766,0.402549469635879,0.338688666956144,0.276595744680851,0.292878853669127,0.308510638297872,0.308510638297872,0.455058619192358,0.576235965510824,0.606382978723404,0.527727808448607,0.425531914893617,0.561441597915762,0.570014844136566,0
1,38,3,3,0.426305047006432,0.648936170212766,0.594597109360462,0.393617021276596,0.309689225234167,0.276595744680851,0.300787792320576,0.308510638297872,0.308510638297872,0.520966441287761,0.584144904162273,0.606382978723404,0.482910489423733,0.449413808076422,0.574468085106383,0.567386194952994,0
1,38,3,3,0.4867639782286,0.648936170212766,0.531325600148874,0.393617021276596,0.280689783512189,0.276781837355003,0.308510638297872,0.308510638297872,0.320916816574654,0.574468085106383,0.592053842813721,0.604615098318963,0.4398610508033,0.486322188449848,0.574468085106383,0.564757545769421,0
1,38,3,3,0.547222909450767,0.648936170212766,0.468054090937287,0.368711618385956,0.276595744680851,0.284690776006451,0.308510638297872,0.308510638297872,0.386824638670058,0.574468085106383,0.59996278146517,0.574126915203772,0.425531914893617,0.523230568823274,0.572762235593326,0.584920831271648,0
1,38,3,3,0.607681840672934,0.648936170212766,0.404782581725699,0.339712176663979,0.276595744680851,0.2925997146579,0.308510638297872,0.308510638297872,0.452732460765461,0.575956826499597,0.606382978723404,0.529309596178897,0.425531914893617,0.5601389491967,0.570125922709509,0.666408955962395,0
1,38,3,3,0.648936170212766,0.596830221450282,0.393617021276596,0.310712734942001,0.276595744680851,0.300508653309348,0.308510638297872,0.308510638297872,0.518640282860865,0.583865765151045,0.606382978723404,0.484492277154023,0.44811115935736,0.574468085106383,0.567489609825693,0.747897080653142,0
1,38,3,3,0.648936170212766,0.533558712238695,0.393617021276596,0.281713293220024,0.276595744680851,0.308417591960796,0.308510638297872,0.318590658147758,0.574468085106383,0.591774703802494,0.60489423733019,0.441163699522362,0.485019539730786,0.574468085106383,0.564853296941877,0.829385205343889,0
1,38,3,3,0.648936170212766,0.470287203027108,0.369735128093791,0.276595744680851,0.284411636995224,0.308510638297872,0.308510638297872,0.384498480243161,0.574468085106383,0.599683642453942,0.575708702934061,0.425531914893617,0.521927920104212,0.572855281930401,0.581136405930153,0.893617021276596,0
1,38,3,3,0.648936170212766,0.40701569381552,0.340735686371813,0.276595744680851,0.292320575646672,0.308510638297872,0.308510638297872,0.450406302338565,0.575677687488369,0.606382978723404,0.530891383909187,0.425531914893617,0.558836300477638,0.570218969046585,0.662862105328454,0.893617021276596,0
1,38,3,3,0.599208312716477,0.393617021276596,0.311736244649836,0.276595744680851,0.30022951429812,0.308510638297872,0.308510638297872,0.516314124433968,0.583586626139818,0.606382978723404,0.486074064884312,0.446808510638298,0.574468085106383,0.567582656162769,0.744587804726754,0.895379762493815,0
1,38,3,3,0.536120732310737,0.393617021276596,0.282736802927858,0.276595744680851,0.308138452949569,0.308510638297872,0.316264499720861,0.574468085106383,0.591495564791266,0.605173376341418,0.442466348241424,0.483716891011724,0.574468085106383,0.564946343278953,0.826313504125054,0.903265710044532,0
1,38,3,3,0.473033151904998,0.370758637801625,0.276595744680851,0.284132497983996,0.308510638297872,0.308510638297872,0.382172321816265,0.574468085106383,0.599404503442715,0.577290490664351,0.425531914893617,0.52062527138515,0.572948328267477,0.578251969480801,0.893617021276596,0.91115165759525,0
1,38,3,3,0.409945571499258,0.341759196079648,0.276595744680851,0.292041436635444,0.308510638297872,0.308510638297872,0.448080143911668,0.575398548477142,0.606382978723404,0.532473171639476,0.425531914893617,0.557533651758576,0.570312015383661,0.659977668879102,0.893617021276596,0.919037605145967,0
1,38,3,3,0.393617021276596,0.31275975435767,0.276595744680851,0.299950375286893,0.308510638297872,0.308510638297872,0.513987966007072,0.58330748712859,0.606382978723404,0.487655852614602,0.445505861919236,0.574468085106383,0.567675702499845,0.741703368277402,0.895012716332734,0.925531914893617,0
1,38,3,3,0.393617021276596,0.283760312635693,0.276595744680851,0.307859313938341,0.308510638297872,0.313938341293964,0.574468085106383,0.591216425780039,0.605452515352646,0.443768996960486,0.482414242292662,0.574468085106383,0.565039389616029,0.823429067675702,0.902921654984182,0.925531914893617,0
1,38,3,3,0.371845620979713,0.276595744680851,0.283853358972768,0.308510638297872,0.308510638297872,0.379846163389368,0.574468085106383,0.599125364431487,0.578872278394641,0.425531914893617,0.519322622666088,0.573041374604553,0.57536753303145,0.893617021276596,0.91083059363563,0.925531914893617,0
1,38,3,3,0.342930479960416,0.276595744680851,0.291762297624217,0.308510638297872,0.308510638297872,0.445753985484771,0.575119409465914,0.606382978723404,0.534054959369766,0.425531914893617,0.556231003039514,0.570405061720737,0.65709323242975,0.893617021276596,0.918739532287079,0.925531914893617,0
1,38,3,3,0.314015338941118,0.276595744680851,0.299671236275665,0.308510638297872,0.308510638297872,0.511661807580175,0.583028348117362,0.606382978723404,0.489237640344892,0.444203213200174,0.574468085106383,0.567768748836921,0.73881893182805,0.894733577321506,0.925531914893617,0.925531914893617,0
1,38,3,3,0.285100197921821,0.276595744680851,0.307580174927114,0.308510638297872,0.311612182867068,0.574468085106383,0.590937286768811,0.605731654363873,0.445071645679548,0.4811115935736,0.574468085106383,0.565132435953105,0.820544631226351,0.902642515972955,0.925531914893617,0.906481939633845,0
1,38,3,3,0.276595744680851,0.283574219961541,0.308510638297872,0.308510638297872,0.377520004962471,0.574468085106383,0.598846225420259,0.58045406612493,0.425531914893617,0.518019973947026,0.573134420941629,0.572483096582098,0.893617021276596,0.910551454624403,0.925531914893617,0.790821375556655,0
1,38,3,3,0.276595744680851,0.291483158612989,0.308510638297872,0.308510638297872,0.443427827057875,0.574840270454686,0.606382978723404,0.535636747100056,0.425531914893617,0.554928354320452,0.570498108057813,0.654208795980398,0.893617021276596,0.918460393275851,0.925531914893617,0.675160811479466,0
1,38,3,3,0.276595744680851,0.299392097264438,0.308510638297872,0.308510638297872,0.509335649153278,0.582749209106135,0.606382978723404,0.490819428075181,0.442900564481112,0.574468085106383,0.567861795173997,0.735934495378699,0.894454438310278,0.925531914893617,0.925531914893617,0.559500247402276,0
1,38,3,3,0.276595744680851,0.307301035915886,0.308510638297872,0.309286024440171,0.574468085106383,0.590658147757583,0.606010793375101,0.446374294398611,0.479808944854538,0.574468085106383,0.565225482290181,0.817660194776999,0.902363376961727,0.925531914893617,0.911885118789157,0.457446808510638,0
1,38,3,3,0.283275606135576,0.308510638297872,0.308510638297872,0.375193846535575,0.574468085106383,0.598567086409032,0.58203585385522,0.425531914893617,0.516717325227964,0.573227467278705,0.569598660132746,0.893617021276596,0.910272315613175,0.925531914893617,0.795887351901247,0.457446808510638,0
1,38,3,3,0.291161553686294,0.308510638297872,0.308510638297872,0.441101668630978,0.574561131443459,0.606382978723404,0.537218534830346,0.425531914893617,0.55362570560139,0.570591154394889,0.651324359531046,0.893617021276596,0.918181254264624,0.925531914893617,0.679889585013337,0.450643245917862,0
1,38,3,3,0.299047501237011,0.308510638297872,0.308510638297872,0.507009490726382,0.582470070094907,0.606382978723404,0.492401215805471,0.441597915762049,0.574468085106383,0.567954841511073,0.733050058929347,0.894175299299051,0.925531914893617,0.925531914893617,0.563891818125426,0.398070262246413,0
1,38,3,3,0.306933448787729,0.308510638297872,0.308510638297872,0.572917312821785,0.590379008746356,0.606289932386328,0.447676943117673,0.478506296135475,0.574468085106383,0.565318528627256,0.814775758327647,0.902084237950499,0.925531914893617,0.915979157620495,0.457446808510638,0.345497278574963,0
1,38,3,3,0.308510638297872,0.308510638297872,0.372867688108678,0.574468085106383,0.598287947397804,0.58361764158551,0.425531914893617,0.515414676508901,0.573320513615781,0.566714223683394,0.893617021276596,0.909993176601948,0.925531914893617,0.799981390732585,0.457446808510638,0.292924294903513,0
1,38,3,3,0.308510638297872,0.308510638297872,0.438775510204082,0.574468085106383,0.606196886049253,0.538800322560635,0.425531914893617,0.552323056882327,0.570684200731965,0.648439923081695,0.893617021276596,0.917902115253396,0.925531914893617,0.683983623844675,0.453104646113765,0.245794161306284,0
1,38,3,3,0.308510638297872,0.308510638297872,0.504683332299485,0.58219093108368,0.606382978723404,0.493983003535761,0.440295267042987,0.574468085106383,0.568047887848148,0.730165622479995,0.893896160287823,0.925531914893617,0.925531914893617,0.567985856956764,0.400378388437442,0.261566056407719,0
1,38,3,3,0.308510638297872,0.308510638297872,0.570591154394889,0.590099869735128,0.606382978723404,0.449165684510886,0.477203647416413,0.574468085106383,0.565411574964332,0.811891321878295,0.901805098939272,0.925531914893617,0.920073196451833,0.457446808510638,0.347652130761119,0.277337951509154,0
1,38,3,3,0.308510638297872,0.370541529681782,0.574468085106383,0.598008808386577,0.585199429315799,0.425531914893617,0.514112027789839,0.573413559952857,0.563829787234043,0.893617021276596,0.90971403759072,0.925531914893617,0.804075429563923,0.457446808510638,0.294925873084796,0.293109846610589,0
1,38,3,3,0.308510638297872,0.436449351777185,0.574468085106383,0.605917747038025,0.540382110290925,0.425531914893617,0.551020408163265,0.57077724706904,0.645555486632343,0.893617021276596,0.917622976242169,0.925531914893617,0.688077662676013,0.454965572855282,0.245053036412133,0.308510638297872,0
1,38,3,3,0.308510638297872,0.502357173872589,0.581911792072452,0.606382978723404,0.495564791266051,0.438992618323925,0.574468085106383,0.568140934185224,0.727281186030643,0.893617021276596,0.925531914893617,0.925531914893617,0.572079895788102,0.402239315178959,0.26087091371503,0.308510638297872,0
1,38,3,3,0.308510638297872,0.568264995967992,0.589820730723901,0.606382978723404,0.450747472241176,0.475900998697351,0.574468085106383,0.565504621301408,0.809006885428944,0.901525959928044,0.925531914893617,0.924167235283171,0.457446808510638,0.349513057502636,0.276688791017927,0.306840672934191,0
1,38,3,3,0.368041810984661,0.574468085106383,0.597729669375349,0.586781217046089,0.425531914893617,0.512809379070777,0.573506606289932,0.563829787234043,0.890732584827244,0.909434898579493,0.925531914893617,0.808169468395261,0.457446808510638,0.296786799826314,0.292506668320824,0.259524987629886,0
1,38,3,3,0.433758040573973,0.574468085106383,0.605638608026797,0.541963898021215,0.425531914893617,0.549717759444203,0.570870293406116,0.642671050182991,0.893617021276596,0.917343837230941,0.925531914893617,0.692171701507351,0.456826499596799,0.24468085106383,0.308324545623721,0.212209302325581,0
1,38,3,3,0.499474270163286,0.581632653061225,0.606382978723404,0.49714657899634,0.437689969604863,0.574468085106383,0.5682339805223,0.724396749581291,0.893617021276596,0.925252775882389,0.925531914893617,0.57617393461944,0.404100241920476,0.260312635692575,0.308510638297872,0.164893617021277,0
1,38,3,3,0.565190499752598,0.589541591712673,0.606382978723404,0.452329259971466,0.474598349978289,0.574468085106383,0.565597667638484,0.806122448979592,0.901246820916817,0.925531914893617,0.925531914893617,0.46017616773153,0.351373984244154,0.276130512995472,0.308510638297872,0.117577931716972,0
1,38,3,3,0.574468085106383,0.597450530364121,0.588363004776379,0.425531914893617,0.511506730351715,0.573599652627008,0.563829787234043,0.887848148377892,0.909155759568265,0.925531914893617,0.812263507226599,0.457446808510638,0.298647726567831,0.291948390298369,0.261615284411637,0.117021276595745,0
1,38,3,3,0.574468085106383,0.60535946901557,0.543545685751504,0.425531914893617,0.548415110725141,0.570963339743192,0.639786613733639,0.893617021276596,0.917064698219713,0.925531914893617,0.696265740338689,0.457446808510638,0.245921468891508,0.307766267601265,0.214161652502946,0.117021276595745,0
1,38,3,3,0.581333498268184,0.606382978723404,0.49872836672663,0.436387320885801,0.574468085106383,0.568327026859376,0.72151231313194,0.893617021276596,0.924973636871162,0.925531914893617,0.580267973450779,0.405961168661994,0.25975435767012,0.308510638297872,0.166708020594256,0.0907347847600198,0
1,38,3,3,0.589219445818902,0.606382978723404,0.453911047701755,0.473295701259227,0.574468085106383,0.56569071397556,0.80323801253024,0.900967681905589,0.925531914893617,0.925531914893617,0.464270206562868,0.353234910985671,0.275572234973017,0.308510638297872,0.119254388685565,0.0644482929242949,0
1,38,3,3,0.597105393369619,0.589944792506668,0.425531914893617,0.510204081632653,0.573692698964084,0.563829787234043,0.88496371192854,0.908876620557037,0.925531914893617,0.816357546057937,0.457446808510638,0.300508653309348,0.291390112275913,0.263290118479003,0.117021276595745,0.0526966848095002,0
1,38,3,3,0.604991340920336,0.545127473481794,0.425531914893617,0.547112462006079,0.571056386080268,0.636902177284288,0.893617021276596,0.916785559208486,0.925531914893617,0.700359779170027,0.457446808510638,0.247782395633025,0.30720798957881,0.215836486570312,0.117021276595745,0.0526966848095002,0
1,38,3,3,0.606382978723404,0.50031015445692,0.435084672166739,0.574468085106383,0.568420073196452,0.718627876682588,0.893617021276596,0.924694497859934,0.925531914893617,0.584362012282116,0.407822095403511,0.259196079647665,0.308510638297872,0.168382854661621,0.0918987655852615,0.0777461652647204,0
1,38,3,3,0.606382978723404,0.455492835432045,0.471993052540165,0.574468085106383,0.565783760312636,0.800353576080888,0.900688542894361,0.925531914893617,0.925531914893617,0.468364245394206,0.355095837727188,0.275013956950561,0.308510638297872,0.120929222752931,0.0655356367471001,0.104032657100445,0
1,38,3,3,0.591569767441861,0.425531914893617,0.508901432913591,0.57378574530116,0.563829787234043,0.882079275479189,0.90859748154581,0.925531914893617,0.820451584889275,0.457446808510638,0.302369580050865,0.290831834253458,0.264964952546368,0.117021276595745,0.0525091495564791,0.117021276595745,0
1,38,3,3,0.546882731321128,0.425531914893617,0.545809813287017,0.571149432417344,0.634017740834936,0.893617021276596,0.916506420197258,0.925531914893617,0.704453818001365,0.457446808510638,0.249643322374543,0.306649711556355,0.217511320637678,0.117021276595745,0.0525091495564791,0.117021276595745,0
1,38,3,3,0.502195695200396,0.433782023447677,0.574468085106383,0.568513119533528,0.715743440233236,0.893617021276596,0.924415358848707,0.925531914893617,0.588456051113454,0.409683022145028,0.258637801625209,0.308510638297872,0.170057688728987,0.0928292289560201,0.0767011971962037,0.134710539336962,0
1,38,3,3,0.457508659079664,0.470690403821103,0.574468085106383,0.565876806649712,0.797469139631536,0.900409403883134,0.925531914893617,0.925531914893617,0.472458284225544,0.356956764468705,0.274455678928106,0.308510638297872,0.122604056820297,0.0664661001178587,0.103064326034365,0.168882978723404,0
1,38,3,3,0.425531914893617,0.507598784194529,0.573878791638236,0.563829787234043,0.879194839029837,0.908318342534582,0.925531914893617,0.824545623720613,0.457446808510638,0.304230506792383,0.290273556231003,0.266639786613734,0.117021276595745,0.0525091495564791,0.117021276595745,0.203055418109847,0
1,38,3,3,0.425531914893617,0.544507164567955,0.57124247875442,0.631133304385584,0.893617021276596,0.916227281186031,0.925531914893617,0.708547856832703,0.457446808510638,0.25150424911606,0.3060914335339,0.219186154705043,0.117021276595745,0.0525091495564791,0.117021276595745,0.237227857496289,0
1,38,3,3,0.432459178624443,0.574468085106383,0.568606165870604,0.712859003783884,0.893617021276596,0.924136219837479,0.925531914893617,0.592550089944793,0.411543948886545,0.258079523602754,0.308510638297872,0.171732522796353,0.0937596923267787,0.0757707338254451,0.133149308355561,0.25531914893617,0
1,38,3,3,0.469260267194458,0.574468085106383,0.565969852986787,0.794584703182185,0.900130264871906,0.925531914893617,0.925531914893617,0.476552323056882,0.358817691210223,0.273897400905651,0.308510638297872,0.124278890887662,0.0673965634886173,0.102133862663606,0.167421375845171,0.25531914893617,0
1,38,3,3,0.506061355764473,0.573971837975312,0.563829787234043,0.876310402580485,0.908039203523355,0.925531914893617,0.828639662551951,0.457446808510638,0.3060914335339,0.289715278208548,0.268314620681099,0.117021276595745,0.0525091495564791,0.117021276595745,0.201693443334781,0.259122958931222,0
