"C1","C2","out"
0.481037088710615,0.436557764601015,0
0.512002480331744,0.414157268534667,0
0.525047475099795,0.409677169321397,0
0.533612370654575,0.409677169321397,0
0.542177266209355,0.409677169321397,0
0.550742161764136,0.409677169321397,0
0.559307057318916,0.409677169321397,0
0.567871952873697,0.409677169321397,0
0.576436848428477,0.410060845638104,0
0.585001743983258,0.411049102817502,0
0.593566639538038,0.4120373599969,0
0.602131535092819,0.413025617176297,0
0.610696430647599,0.414013874355695,0
0.621819168313762,0.41244428942371,0
0.634337092586133,0.409479517885517,0
0.636112079990699,0.406514746347324,0
0.623264736658528,0.403549974809131,0
0.610417393326357,0.400585203270937,0
0.597570049994187,0.397620431732744,0
0.589357826609309,0.390020540247258,0
0.584087121652521,0.383160872766733,0
0.578816416695733,0.380854939348138,0
0.573545711738945,0.378549005929543,0
0.568275006782157,0.376243072510948,0
0.563004301825369,0.373937139092354,0
0.557733596868581,0.371631205673759,0
0.552183854590552,0.370011239003217,0
0.537030577839786,0.376599620199202,0
0.518253691431229,0.383188001395187,0
0.499476805022672,0.389776382591172,0
0.480699918614115,0.396364763787157,0
0.461923032205557,0.402953144983141,0
0.443146145797,0.409169476417471,0
0.420745649730651,0.414866488392823,0
0.409677169321397,0.419478355230012,0
0.409677169321397,0.424090222067201,0
0.409677169321397,0.428702088904391,0
0.409677169321397,0.43331395574158,0
0.409677169321397,0.43792582257877,0
0.409677169321397,0.445901639344262,0
0.409770181761811,0.455032360578227,0
0.410758438941208,0.463267837073209,0
0.411746696120606,0.47150331356819,0
0.412734953300004,0.479738790063171,0
0.413723210479402,0.487974266558152,0
0.413316281052591,0.495981087470449,0
0.410351509514398,0.503887144905631,0
0.407386737976204,0.511793202340813,0
0.404421966438011,0.519699259775995,0
0.401457194899818,0.530248420726272,0
0.398492423361625,0.548366469015231,0
0.393120954927722,0.566484517304189,0
0.383839088478084,0.58334302212921,0
0.381533155059489,0.593225593923187,0
0.379227221640894,0.603108165717165,0
0.3769212882223,0.613211642057125,0
0.374615354803705,0.6240824710305,0
0.37230942138511,0.634953300003876,0
0.370119753517033,0.645707863426733,0
0.374661861023912,0.655590435220711,0
0.381250242219897,0.665473007014688,0
0.387838623415882,0.675355578808666,0
0.394427004611867,0.685238150602643,0
0.401015385807852,0.69512072239662,0
0.407522381118475,0.702697360772003,0
0.41351005697012,0.701244041390536,0
0.418121923807309,0.702232298569934,0
0.422733790644499,0.703220555749332,0
0.427345657481688,0.704208812928729,0
0.431957524318878,0.705197070108127,0
0.436569391156067,0.705332713250397,0
0.443188776498857,0.69772507072821,0
0.452412510173236,0.687513079874433,0
0.460845638104096,0.677301089020656,0
0.469081114599078,0.667228616827501,0
0.477316591094059,0.658993140332519,0
0.48555206758904,0.650757663837538,0
0.493655776460102,0.642653954966477,0
0.501561833895284,0.634747897531295,0
0.509467891330465,0.626841840096113,0
0.517373948765647,0.61872650467,0
0.525280006200829,0.604890904158431,0
0.543037631283184,0.58120373599969,0
0.561155679572143,0.557156144634345,0
0.579273727861101,0.533108553269,0
0.590318955160253,0.509060961903655,0
0.60020152695423,0.48501337053831,0
0.610084098748208,0.457671588574972,0
0.620885168391272,0.429411308762547,0
0.631755997364647,0.402902763244584,0
0.642626826338023,0.377866914699841,0
0.652683796457776,0.352831066155098,0
0.662566368251754,0.327795217610355,0
0.672448940045731,0.302759369065613,0
0.682331511839709,0.27772352052087,0
0.692214083633686,0.254904468472658,0
0.702096655427663,0.234151067705306,0
0.700953377514242,0.226016354687439,0
0.70194163469364,0.219757392551254,0
0.702929891873038,0.213498430415068,0
0.703918149052436,0.207239468278882,0
0.704906406231834,0.201457194899818,0
0.705894663411231,0.19618648994303,0
0.700728597449909,0.196419021044065,0
0.690516606596132,0.196760066658916,0
0.680304615742356,0.196760066658916,0
0.670092624888579,0.196760066658916,0
0.661415339301632,0.195225361392086,0
0.65317986280665,0.193248847033291,0
0.644979265976824,0.191272332674495,0
0.637073208541642,0.187668100608456,0
0.62916715110646,0.183385652831066,0
0.621261093671278,0.179103205053676,0
0.608960198426539,0.179215595085843,0
0.588276556989497,0.180862690384839,0
0.564228965624152,0.182509785683835,0
0.540181374258807,0.182436150835174,0
0.516133782893462,0.182106731775375,0
0.492086191528117,0.181777312715576,0
0.465713289152424,0.183773204666124,0
0.437743673216293,0.186737976204317,0
0.410266248110685,0.188850133705383,0
0.385230399565942,0.190171685462931,0
0.360194551021199,0.191818780761927,0
0.335158702476456,0.193465876060923,0
0.310122853931713,0.195112971359919,0
0.285087005386971,0.196760066658916,0
0.261008409874821,0.197449908925319,0
0.240255009107468,0.19692283842964,0
0.227857225903965,0.19692283842964,0
0.221598263767779,0.19692283842964,0
0.215339301631593,0.19692283842964,0
0.209080339495407,0.19692283842964,0
0.20300740224005,0.201170406541875,0
0.197736697283262,0.208747044917258,0
0.196031469209007,0.21632368329264,0
0.196760066658916,0.224489400457311,0
0.196760066658916,0.233383715071891,0
0.196760066658916,0.242278029686471,0
0.195806689144673,0.249742278029686,0
0.193830174785878,0.255671821106073,0
0.191853660427082,0.261601364182459,0
0.188927644072395,0.268480409254738,0
0.184645196295004,0.276715885749719,0
0.180362748517614,0.2849513622447,0
0.17873115529202,0.294954075107546,0
0.180378250591017,0.307142580320118,0
0.182025345890013,0.31933108553269,0
0.182533038793939,0.332658993140333,0
0.182203619734139,0.3468240127117,0
0.18187420067434,0.353834825407898,0
0.182901213037244,0.359434949424486,0
0.185865984575437,0.365035073441073,0
0.18883075611363,0.37063519745766,0
0.189687245669108,0.375165678409487,0
0.191334340968104,0.378789288067279,0
0.192981436267101,0.385311785451304,0
0.194628531566097,0.392559004766888,0
0.196275626865093,0.399806224082471,0
0.197922722164089,0.407751036701159,0
0.19692283842964,0.417618106421734,0
0.19692283842964,0.426183001976514,0
0.19692283842964,0.434747897531295,0
0.19692283842964,0.443312793086075,0
0.19692283842964,0.451877688640856,0
0.198837344494826,0.458388559469829,0
0.206518621865675,0.457400302290431,0
0.214095260241057,0.456412045111034,0
0.22187342557067,0.455423787931636,0
0.23076774018525,0.454435530752238,0
0.239662054799829,0.45344727357284,0
0.247998294771926,0.453156609696547,0
0.253927837848312,0.456450800294539,0
0.259857380924699,0.459148161066543,0
0.266058210285626,0.455195132348952,0
0.274293686780607,0.451242103631361,0
0.282529163275588,0.44728907491377,0
0.29136922063326,0.442731465333488,0
0.303557725845832,0.434825407898306,0
0.315746231058404,0.427043367050343,0
0.32849281091346,0.421772662093555,0
0.342657830484827,0.416501957136767,0
0.352187730108902,0.415866372127272,0
0.357787854125489,0.419160562725265,0
0.363387978142077,0.422454753323257,0
0.368988102158664,0.425737317366198,0
0.374099910863078,0.428043250784792,0
0.37772352052087,0.430349184203387,0
0.383180250358485,0.430821997442158,0
0.390427469674069,0.430209665542766,0
0.397674688989652,0.431197922722164,0
0.404921908305236,0.432186179901562,0
0.415099019493857,0.429686470565438,0
0.423663915048638,0.426721699027245,0
0.432228810603418,0.423756927489052,0
0.440793706158199,0.420970429794985,0
0.449358601712979,0.41866449637639,0
0.45792349726776,0.416358562957796,0
0.457690966166725,0.414889741502926,0
0.456702708987327,0.413572065263729,0
0.455714451807929,0.412254389024532,0
0.454726194628532,0.410549160950277,0
0.453737937449134,0.407584389412084,0
0.452749680269736,0.404619617873891,0
0.455481920706895,0.400585203270937,0
0.458776111304887,0.391698639693059,0
0.456357787854126,0.387199162888036,0
0.452404759136534,0.384234391349843,0
0.448451730418944,0.38126961981165,0
0.444498701701353,0.378304848273457,0
0.437150718908654,0.375340076735263,0
0.429244661473472,0.370910359260551,0
0.423322869433787,0.363984807968066,0
0.418052164476999,0.356408169592683,0
0.414897492539627,0.3488315312173,0
0.41819168313762,0.341254892841918,0
0.421485873735612,0.335228461806767,0
0.424780064333605,0.330946014029376,0
0.427365035073441,0.327372786110142,0
0.429670968492036,0.32407859551215,0
0.431209549277216,0.320784404914157,0
0.429919001666473,0.317463085687711,0
0.430907258845871,0.311719567492152,0
0.431895516025268,0.305790024415766,0
0.430558462194318,0.299860481339379,0
0.427593690656125,0.293930938262993,0
0.424628919117932,0.288001395186606,0
0.421664147579739,0.28207185211022,0
0.419342712087742,0.275235437739798,0
0.417036778669147,0.267988218424214,0
0.415277293337984,0.260740999108631,0
0.413959617098787,0.253493779793047,0
0.41264194085959,0.253920086811611,0
0.411324264620393,0.256555439290005,0
0.408456381040964,0.260740999108631,0
0.405491609502771,0.265023446886021,0
0.401844746734876,0.269305894663411,0
0.394702166414758,0.276448474983529,0
0.388071154516917,0.28568383521296,0
0.385106382978723,0.294578149827539,0
0.38214161144053,0.303472464442119,0
0.379176839902337,0.312366779056699,0
0.376212068364144,0.321261093671279,0
0.372363678642018,0.33103902646979,0
0.366213231019649,0.342870983994109,0
0.358636592644266,0.355059489206681,0
0.351059954268883,0.367247994419254,0
0.343483315893501,0.379436499631826,0
0.336488005270705,0.391043677091811,0
0.332205557493315,0.399937991706391,0
0.328341665697787,0.409975584234391,0
0.325047475099795,0.420516994147967,0
0.321753284501802,0.431058404061543,0
0.31845909390381,0.441599813975119,0
0.313463550749913,0.452187730108902,0
0.307534007673526,0.463058559082277,0
0.30160446459714,0.473929388055652,0
0.295674921520753,0.484800217029028,0
0.289745378444367,0.495671046002403,0
0.28381583536798,0.506541874975778,0
0.277366972832616,0.517482463279464,0
0.270119753517033,0.529012130372437,0
0.262872534201449,0.539565166841065,0
0.255625314885866,0.545165290857652,0
0.253144983141495,0.545998527303027,0
0.255780335619889,0.541716079525636,0
0.259481455644692,0.537433631748246,0
0.263763903422083,0.533151183970856,0
0.268046351199473,0.529081889702748,0
0.27344494826183,0.526446537224354,0
0.283067860326319,0.524400263535248,0
0.291962174940898,0.523082587296051,0
0.300856489555478,0.521764911056854,0
0.309750804170058,0.520447234817657,0
0.318645118784637,0.518548230825873,0
0.327841723830562,0.516571716467077,0
0.339286129519823,0.514021625392396,0
0.351474634732395,0.510727434794404,0
0.363663139944968,0.507433244196411,0
0.37585164515754,0.504139053598419,0
0.388040150370112,0.499728713715459,0
0.39732201681975,0.49511684687827,0
0.406875169553928,0.489846141921482,0
0.417416579467504,0.483587179785296,0
0.42795798938108,0.477328217649111,0
0.438499399294656,0.471069255512925,0
0.449040809208232,0.464275471844359,0
0.459861256443049,0.457357671588575,0
0.470732085416424,0.450439871332791,0
0.4816029143898,0.443522071077007,0
0.492473743363175,0.434174320815409,0
0.50334457233655,0.423632910901833,0
0.514215401309925,0.413091500988257,0
0.52562105181568,0.402550091074681,0
0.537150718908654,0.392008681161105,0
0.543518195558656,0.386629461690501,0
0.547258070766965,0.382436150835174,0
0.542975622989575,0.378483122117583,0
0.538693175212185,0.374530093399992,0
0.534410727434794,0.370577064682401,0
0.530128279657404,0.36662403596481,0
0.52722164089447,0.361295198232764,0
0.524787815370306,0.355695074216176,0
0.523470139131109,0.350094950199589,0
0.522152462891912,0.344494826183002,0
0.520834786652715,0.338894702166415,0
0.51912955857846,0.337774677363097,0
0.517153044219664,0.340739448901291,0
0.514990504980041,0.343704220439484,0
0.511696314382049,0.346668991977677,0
0.508402123784056,0.34963376351587,0
0.505107933186064,0.352598535054063,0
0.501085145138162,0.353908460256559,0
0.496473278300973,0.353249622136961,0
0.491687013138007,0.352590784017362,0
0.485428051001821,0.351931945897764,0
0.479169088865636,0.351645157539821,0
0.47291012672945,0.35197457659962,0
0.466310118978413,0.35264504127427,0
0.459392318722629,0.353633298453668,0
0.452474518466845,0.354621555633066,0
0.445556718211061,0.355609812812464,0
0.437274735495873,0.358636592644266,0
0.426733325582297,0.365224973840251,0
0.416191915668721,0.371813355036236,0
0.405650505755145,0.378401736232221,0
0.395109095841569,0.384990117428206,0
0.387985893113204,0.391578498624191,0
0.383598806340348,0.397942099755842,0
0.379645777622757,0.403871642832229,0
0.375692748905166,0.409801185908615,0
0.371739720187575,0.414893617021277,0
0.367786691469984,0.419505483858466,0
0.36294229353176,0.424117350695656,0
0.357342169515173,0.428729217532845,0
0.351742045498585,0.433341084370034,0
0.346141921481998,0.437952951207224,0
0.340541797465411,0.441378909429136,0
0.336902685734217,0.442247025539666,0
0.33986745727241,0.436976320582878,0
0.342832228810603,0.43170561562609,0
0.345797000348797,0.426434910669302,0
0.34876177188699,0.421164205712514,0
0.351726543425183,0.415893500755726,0
0.354102236174088,0.411552920203077,0
0.35344339805449,0.411223501143278,0
0.352784559934891,0.416126031856761,0
0.352125721815293,0.425679184590939,0
0.351548269581056,0.435150951439755,0
0.351877688640856,0.443715846994536,0
0.352354377397977,0.452280742549316,0
0.353342634577375,0.460845638104096,0
0.354330891756772,0.471689338449018,0
0.35531914893617,0.484866100840987,0
0.356698833468976,0.497949850792544,0
0.363287214664961,0.509150098825718,0
0.369875595860946,0.520350346858892,0
0.376463977056931,0.531550594892067,0
0.383052358252916,0.535976436848428,0
0.389640739448901,0.534658760609231,0
0.396198116498082,0.533341084370034,0
0.402127659574468,0.532023408130837,0
0.408057202650855,0.53070573189164,0
0.413537185598574,0.529837615781111,0
0.418149052435763,0.528004495601287,0
0.422760919272953,0.524380885943495,0
0.427372786110142,0.520757276285703,0
0.431984652947332,0.517133666627911,0
0.436596519784521,0.51351005697012,0
0.44060380575902,0.510491028175018,0
0.443239158237414,0.511316513583692,0
0.43852652792311,0.513293027942487,0
0.433255822966322,0.515269542301283,0
0.427985118009534,0.519687633220943,0
0.422714413052746,0.526276014416928,0
0.417443708095958,0.532864395612913,0
0.41217300313917,0.539452776808898,0
0.411320389102042,0.546041158004883,0
0.413316281052591,0.55030422819052,0
0.422869433786769,0.547010037592528,0
0.432422586520947,0.543715846994536,0
0.441196760066659,0.540421656396543,0
0.449761655621439,0.537127465798551,0
0.45832655117622,0.533833275200558,0
0.467813820098438,0.529616711235128,0
0.480990582490408,0.521710653799946,0
0.494167344882378,0.512696198116498,0
0.505855908227725,0.501166531023524,0
0.5170561562609,0.489636863930551,0
0.528256404294074,0.478107196837577,0
0.536363988683486,0.469670193388366,0
0.535046312444289,0.470658450567763,0
0.533728636205092,0.472270666201604,0
0.532410959965895,0.475564856799597,0
0.531093283726698,0.478859047397589,0
0.529837615781111,0.482153237995582,0
0.529070263147696,0.486214781226989,0
0.525446653489904,0.493132581482773,0
0.521823043832113,0.500050381738558,0
0.518199434174321,0.506968181994342,0
0.514575824516529,0.510328256404294,0
0.510975467968841,0.506045808626904,0
0.510735185831105,0.500356547688253,0
0.5127117001899,0.492450490253071,0
0.514688214548696,0.484544432817889,0
0.517749874045654,0.475553230244545,0
0.524338255241639,0.462756268650932,0
0.530926636437624,0.449250087199163,0
0.537515017633609,0.435743905747394,0
0.544103398829593,0.422237724295625,0
0.550691780025578,0.408731542843855,0
0.547978917180173,0.395225361392086,0
0.54468472658218,0.386090764639771,0
0.541390535984188,0.380490640623183,0
0.538096345386195,0.374890516606596,0
0.534802154788203,0.369290392590009,0
0.53150796419021,0.363690268573422,0
0.524035964810293,0.358090144556834,0
0.516087276673255,0.352703174049529,0
0.504557609580281,0.351056078750533,0
0.493027942487308,0.349408983451537,0
0.481498275394334,0.34776188815254,0
0.46996860830136,0.346114792853544,0
0.47036778669147,0.344467697554548,0
0.471356043870868,0.343773979769794,0
0.474595977211952,0.341851722667907,0
0.477890167809945,0.339875208309111,0
0.481184358407937,0.337898693950316,0
0.48447854900593,0.33592217959152,0
0.491097934348719,0.333945665232725,0
0.498015734604503,0.332852769057861,0
0.504933534860288,0.337135216835252,0
0.511587799868232,0.341681199860481,0
0.507305352090842,0.357163895671046,0
0.502681858698601,0.372646591481611,0
0.494775801263419,0.388129287292175,0
0.486869743828237,0.403821261093671,0
0.478963686393055,0.421280471263031,0
0.466717048405224,0.438739681432392,0
0.453222493508507,0.457175522226098,0
0.439716312056738,0.475622989574856,0
0.426210130604968,0.492070689454715,0
0.412703949153199,0.506565128085881,0
0.39919776770143,0.521059566717048,0
0.387737859938767,0.533507731659109,0
0.38213773592218,0.540096112855094,0
0.376537611905592,0.546684494051079,0
0.370937487889005,0.554202999651203,0
0.365337363872418,0.562767895205984,0
0.359737239855831,0.571332790760764,0
0.354210750687905,0.579824051466884,0
0.351540518544355,0.588059527961865,0
0.349893423245359,0.596295004456846,0
0.348246327946363,0.604530480951827,0
0.346599232647367,0.612765957446809,0
